"id","complex.systems","health","crime","statistics","remote.sensing","political.sciences","traffic.modeling","biology","cognitive.sciences","spatial.analysis","GIS","biogeography","environnment","economy","physical.geography"
"108",5187,0.363636363636364,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0,0.181818181818182,0,0,0.272727272727273,0
"109",5417,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0.142857142857143,0,0.285714285714286,0
"110",22022,0.0625,0,0,0,0,0.375,0.0625,0.0625,0,0.0625,0.0625,0,0,0.0625,0
"111",560,0.28125,0,0,0.03125,0,0.0625,0,0.03125,0.15625,0.0625,0.15625,0,0.03125,0.09375,0.09375
"112",25615,0.105263157894737,0,0,0,0.157894736842105,0.263157894736842,0,0,0,0,0,0.315789473684211,0.0526315789473684,0.105263157894737,0
"113",2991,0.333333333333333,0,0,0,0,0.19047619047619,0.142857142857143,0,0,0,0.0476190476190476,0.142857142857143,0,0.142857142857143,0
"114",25332,0.285714285714286,0,0,0,0,0.214285714285714,0,0,0,0.142857142857143,0,0.0714285714285714,0,0.285714285714286,0
"115",26636,0.0833333333333333,0,0,0.0833333333333333,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0.333333333333333,0.166666666666667
"116",4963,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.25
"117",25353,0.285714285714286,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0.285714285714286,0,0.142857142857143,0
"118",4179,0.142857142857143,0,0,0.0476190476190476,0.0476190476190476,0.476190476190476,0,0,0,0,0,0.0476190476190476,0,0.142857142857143,0
"119",26949,0.2,0,0,0,0,0.2,0,0.1,0,0,0,0.2,0.1,0.1,0.1
"120",26555,0,0,0,0,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0.222222222222222,0.111111111111111,0.333333333333333
"121",25187,0.12,0,0,0,0,0.52,0,0.04,0.04,0.04,0,0.04,0,0.2,0
"122",4078,0.0714285714285714,0.0714285714285714,0,0,0.0714285714285714,0.357142857142857,0,0,0,0.142857142857143,0.0714285714285714,0,0.142857142857143,0,0.0714285714285714
"123",5615,0.0476190476190476,0,0,0,0.0476190476190476,0.0952380952380952,0,0.0476190476190476,0,0,0,0.19047619047619,0,0.571428571428571,0
"124",4912,0,0,0,0,0,0.1,0,0,0,0.1,0.3,0.3,0,0,0.2
"125",23513,0.0952380952380952,0,0,0,0,0.523809523809524,0,0,0,0,0,0.0476190476190476,0.0476190476190476,0.19047619047619,0.0476190476190476
"126",2329,0.04,0.16,0,0,0.04,0.04,0.04,0,0,0.04,0,0.08,0.24,0.16,0.08
"127",24877,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.166666666666667,0
"128",4930,0.3,0,0,0,0.05,0.3,0,0,0,0,0,0.1,0,0.2,0.05
"129",22057,0,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0
"130",25285,0.171428571428571,0.0285714285714286,0,0,0.0285714285714286,0.2,0.0285714285714286,0,0,0.0285714285714286,0,0.142857142857143,0.0285714285714286,0.2,0.0571428571428571
"131",23669,0.0434782608695652,0,0.0217391304347826,0,0,0.0652173913043478,0,0,0,0,0,0.108695652173913,0,0.543478260869565,0.152173913043478
"132",26310,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0.333333333333333,0
"133",5131,0,0.166666666666667,0,0,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0.25,0.0833333333333333,0.25,0.0833333333333333
"134",1644,0,0,0,0.0714285714285714,0.0714285714285714,0.428571428571429,0,0,0,0,0,0,0,0.357142857142857,0
"135",5145,0.125,0,0,0,0,0.125,0,0.0625,0.0625,0.1875,0.0625,0.125,0.0625,0.0625,0.125
"136",22506,0.166666666666667,0,0,0,0,0.583333333333333,0,0,0,0,0,0.0833333333333333,0,0.0833333333333333,0.0833333333333333
"137",26597,0.111111111111111,0,0,0,0,0.444444444444444,0,0,0,0,0,0.333333333333333,0,0.111111111111111,0
"138",24966,0.3,0,0.05,0.05,0,0.2,0,0.05,0,0,0,0.05,0,0.2,0.05
"139",4087,0.285714285714286,0,0,0,0,0,0.142857142857143,0,0,0,0,0.285714285714286,0.142857142857143,0,0.142857142857143
"140",2536,0.2,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4
"141",9262,0.25,0,0,0,0,0.333333333333333,0.0833333333333333,0,0,0,0,0.166666666666667,0,0,0.0833333333333333
"142",26697,0.0869565217391304,0,0,0,0,0.130434782608696,0,0,0,0.0434782608695652,0.0434782608695652,0,0.0434782608695652,0.565217391304348,0.0434782608695652
"143",23840,0.0689655172413793,0,0,0,0.0344827586206897,0.448275862068966,0,0,0,0.0344827586206897,0,0.103448275862069,0,0.310344827586207,0
"144",24878,0.375,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
"145",22492,0.147058823529412,0,0,0.147058823529412,0.0294117647058824,0.323529411764706,0,0,0.0294117647058824,0,0.0294117647058824,0.117647058823529,0.0588235294117647,0.0882352941176471,0.0294117647058824
"146",22013,0.2,0,0,0,0.16,0,0,0,0,0,0,0.04,0.28,0.12,0.2
"147",1059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"148",3200,0.1,0,0,0,0,0.4,0,0,0,0.1,0,0,0,0.4,0
"149",5170,0.2,0,0,0,0,0.3,0,0,0,0.4,0,0,0.1,0,0
"150",22869,0.0833333333333333,0,0,0,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.166666666666667,0.0416666666666667,0.125,0.125
"151",26042,0,0,0,0,0.0869565217391304,0.0434782608695652,0.0434782608695652,0,0.0869565217391304,0.0869565217391304,0,0.478260869565217,0.0869565217391304,0.0869565217391304,0
"152",5172,0.133333333333333,0,0,0,0,0,0,0.133333333333333,0,0,0,0.0666666666666667,0.0666666666666667,0.533333333333333,0
"153",3722,0.4375,0,0,0,0,0.0625,0,0,0,0.0625,0,0.1875,0.0625,0.125,0.0625
"154",10913,0.266666666666667,0,0,0,0.133333333333333,0.266666666666667,0,0,0,0,0,0.0666666666666667,0,0.133333333333333,0.0666666666666667
"155",3207,0.19047619047619,0,0.19047619047619,0,0,0.238095238095238,0,0,0,0.0476190476190476,0,0.0476190476190476,0.0952380952380952,0.19047619047619,0
"156",25478,0.125,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0.25
"157",1564,0.4,0,0,0.0333333333333333,0,0.133333333333333,0,0,0.0333333333333333,0,0.133333333333333,0,0.0333333333333333,0.2,0.0333333333333333
"158",23183,0.15625,0,0,0.03125,0,0,0,0,0,0.0625,0.03125,0.0625,0.5625,0.03125,0.0625
"159",4288,0.125,0,0,0,0,0.5,0,0.125,0,0.125,0,0,0,0,0
"160",25760,0.125,0,0,0,0,0.1875,0,0,0,0,0,0.0625,0.125,0.5,0
"161",7492,0.0285714285714286,0.0285714285714286,0.114285714285714,0.0285714285714286,0.0285714285714286,0.314285714285714,0,0.0571428571428571,0,0.0285714285714286,0,0,0.0285714285714286,0.342857142857143,0
"162",88,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,0
"163",8902,0.444444444444444,0,0,0,0,0.333333333333333,0,0,0,0.0555555555555556,0,0.111111111111111,0.0555555555555556,0,0
"164",22881,0.125,0,0,0,0,0.708333333333333,0,0,0,0,0,0,0.0833333333333333,0.0416666666666667,0
"165",11133,0.25,0,0,0.125,0,0.25,0,0,0,0,0,0,0.25,0,0.125
"166",6736,0.217391304347826,0,0,0.0434782608695652,0.0434782608695652,0.130434782608696,0,0,0,0,0.130434782608696,0,0.0434782608695652,0.391304347826087,0
"167",3458,0.0769230769230769,0,0,0.307692307692308,0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0,0.0769230769230769,0,0.307692307692308,0
"168",2831,0.108108108108108,0,0,0,0.027027027027027,0.324324324324324,0,0,0,0.0540540540540541,0,0.162162162162162,0.027027027027027,0.189189189189189,0.108108108108108
"169",1965,0,0.1,0,0,0,0.3,0,0,0,0,0,0.4,0,0.2,0
"170",5081,0.125,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0.25
"171",25297,0.103448275862069,0,0,0,0.0344827586206897,0.482758620689655,0.0689655172413793,0,0.0344827586206897,0,0,0,0.103448275862069,0.137931034482759,0.0344827586206897
"172",22165,0.0588235294117647,0,0,0,0,0.411764705882353,0,0.0588235294117647,0,0,0,0.0588235294117647,0,0.176470588235294,0.0588235294117647
"173",3884,0.0909090909090909,0,0,0,0.181818181818182,0.363636363636364,0,0,0,0.0909090909090909,0,0,0.272727272727273,0,0
"174",1282,0.111111111111111,0,0,0,0,0.333333333333333,0,0,0,0,0,0.111111111111111,0,0.444444444444444,0
"175",25514,0.05,0,0,0.025,0,0.275,0,0,0.05,0.025,0.5,0.05,0,0,0.025
"176",3472,0.333333333333333,0,0,0,0,0.111111111111111,0,0,0,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0
"177",11203,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0.5,0,0,0,0,0
"178",8692,0.266666666666667,0,0,0,0,0.2,0,0,0,0,0,0.0666666666666667,0.0666666666666667,0.133333333333333,0.266666666666667
"179",25671,0.0740740740740741,0,0,0,0.037037037037037,0.148148148148148,0,0,0.037037037037037,0,0,0.0740740740740741,0.185185185185185,0.0740740740740741,0.37037037037037
"180",22583,0.125,0,0,0,0.0625,0.5625,0,0.125,0,0,0,0,0,0.0625,0.0625
"181",1147,0.166666666666667,0,0,0.0555555555555556,0.0555555555555556,0.388888888888889,0,0.0555555555555556,0,0,0,0.111111111111111,0.111111111111111,0,0.0555555555555556
"182",25077,0.107142857142857,0,0,0.0714285714285714,0,0.0714285714285714,0,0,0,0,0,0.392857142857143,0,0.0357142857142857,0.321428571428571
"183",6785,0.142857142857143,0,0.0238095238095238,0,0.0238095238095238,0.357142857142857,0.0238095238095238,0,0,0.0238095238095238,0,0.0238095238095238,0.0238095238095238,0.357142857142857,0
"184",1419,0,0,0,0,0,0.571428571428571,0.142857142857143,0,0,0,0,0,0.142857142857143,0.142857142857143,0
"185",22957,0.0740740740740741,0,0,0,0,0.333333333333333,0,0.0740740740740741,0,0.037037037037037,0,0.148148148148148,0.148148148148148,0.037037037037037,0.111111111111111
"186",18342,0.15625,0,0,0,0.03125,0.34375,0.03125,0,0,0,0,0.03125,0.15625,0.125,0.125
"187",3812,0.153846153846154,0,0,0,0.0769230769230769,0.461538461538462,0.0769230769230769,0,0,0,0,0,0,0.153846153846154,0.0769230769230769
"188",22544,0.1,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0.3,0
"189",2199,0.3125,0,0,0,0.09375,0.375,0,0,0,0.03125,0,0.03125,0,0.15625,0
"190",23451,0.133333333333333,0,0,0.0333333333333333,0,0.6,0.0333333333333333,0,0,0,0,0.0333333333333333,0,0.166666666666667,0
"191",4917,0.166666666666667,0,0,0,0,0.5,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667
"192",2440,0.0526315789473684,0,0,0.0263157894736842,0.131578947368421,0.157894736842105,0.0263157894736842,0,0,0.0263157894736842,0,0.157894736842105,0.0789473684210526,0.289473684210526,0.0263157894736842
"193",26522,0.16,0,0,0,0,0.2,0.12,0.04,0,0.12,0,0.08,0.08,0.12,0.04
"194",23009,0.0869565217391304,0,0,0,0.130434782608696,0.652173913043478,0,0,0.0434782608695652,0,0,0,0,0,0.0869565217391304
"195",25418,0.032258064516129,0,0,0,0.225806451612903,0.516129032258065,0,0,0.032258064516129,0.032258064516129,0,0,0.032258064516129,0.0967741935483871,0.032258064516129
"196",23661,0.114285714285714,0,0,0,0,0.314285714285714,0,0,0,0.0571428571428571,0,0.114285714285714,0.171428571428571,0.142857142857143,0.0285714285714286
"197",20763,0,0,0,0,0,0.391304347826087,0,0,0,0.0434782608695652,0,0.304347826086957,0,0.0869565217391304,0.0869565217391304
"198",12581,0.166666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0.166666666666667,0.333333333333333,0,0
"199",22864,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0
"200",26756,0.227272727272727,0,0,0,0.0909090909090909,0.272727272727273,0,0,0,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0.227272727272727,0.0454545454545455
"201",2575,0.2,0,0,0,0,0.333333333333333,0.133333333333333,0,0,0.133333333333333,0,0.0666666666666667,0,0.133333333333333,0
"202",1750,0.0526315789473684,0,0,0.0526315789473684,0.157894736842105,0.421052631578947,0,0,0,0.157894736842105,0,0,0.0526315789473684,0.105263157894737,0
"203",22763,0.230769230769231,0,0,0,0,0.0769230769230769,0,0,0,0,0.538461538461538,0,0.0769230769230769,0.0769230769230769,0
"204",25271,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0.2,0,0
"205",2711,0.148936170212766,0,0,0.0212765957446809,0.106382978723404,0.0425531914893617,0,0.0212765957446809,0,0.0425531914893617,0,0.446808510638298,0.0638297872340425,0.0425531914893617,0.0212765957446809
"206",24767,0,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0.5,0
"207",3430,0.25,0.0416666666666667,0,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0,0,0,0,0.166666666666667,0,0.416666666666667,0
"208",25423,0.375,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0.25,0
